symbol,shortName,exchange,bucket,marketCap,sector_name,industry_name
MTA,Metalla Royalty & Streaming Ltd,ASE,small,818088896.0,Basic Materials,Other Precious Metals & Mining
FNXTF,FENIX OUTDOOR INTERNATIONAL AG,PNK,small,817960832.0,Consumer Cyclical,Specialty Retail
ELCMF,ELECOM CO,PNK,small,817466944.0,Technology,Computer Hardware
TLOFF,Talon Metals Corp.,OID,small,816461248.0,Basic Materials,Other Industrial Metals & Mining
GNMLF,GENOMMA LAB INTERNACIONAL SAB,PNK,small,816423424.0,Healthcare,Drug Manufacturers - Specialty & Generic
KELYB,"Kelly Services, Inc.",NMS,small,814811392.0,Industrials,Staffing & Employment Services
SUPV,Grupo Supervielle S.A.,NYQ,small,812770624.0,Financial Services,Banks - Regional
RZNXF,,PNK,small,811743872.0,Industrials,Engineering & Construction
BBMPY,BBMG CORPORATION UNSPON ADR EA ,PNK,small,811510592.0,Basic Materials,Building Materials
STRYF,STORYTEL,PNK,small,809979328.0,Communication Services,Publishing
HTZ,"Hertz Global Holdings, Inc",NMS,small,809144640.0,Industrials,Rental & Leasing Services
MTTRF,Mattr Corp.,PNK,small,809095232.0,Energy,Oil & Gas Equipment & Services
UBSFY,UbiSoft Entertainment Inc.,PNK,small,808874304.0,Communication Services,Electronic Gaming & Multimedia
IMC,IMC Rare Earths Ltd,ASE,small,807168000.0,Basic Materials,Other Industrial Metals & Mining
AIHZF,,PNK,small,805490560.0,Industrials,Conglomerates
KRNGF,KAROON ENERGY LTD.,PNK,small,805245888.0,Energy,Oil & Gas E&P
ACASF,,PNK,small,805195904.0,Communication Services,Entertainment
MCRUF,MORGAN ADVANCED MATERIALS PLC,PNK,small,804367040.0,Industrials,Specialty Industrial Machinery
TDVXF,DYNAVOX GROUP AB,PNK,small,803974784.0,Healthcare,Medical Instruments & Supplies
TPLKF,PVA TEPLA AG,PNK,small,803628864.0,Industrials,Specialty Industrial Machinery
DC,Dakota Gold Corp.,ASE,small,803568576.0,Basic Materials,Gold
PRLPF,PROPEL HLDGS INC.,PNK,small,802978880.0,Financial Services,Credit Services
IQEPY,IQE Plc,PNK,small,802878976.0,Technology,Semiconductor Equipment & Materials
BNPJY,"Banpu Public Co., Ltd.",PNK,small,801512256.0,Energy,Thermal Coal
ANGX,"Angel Studios, Inc.",NYQ,small,800103040.0,Communication Services,Entertainment
IPZYF,IP GROUP,PNK,small,799855360.0,Financial Services,Asset Management
STGXF,SMARTGROUP CORPORATION LIMITED,PNK,small,799659648.0,Industrials,Specialty Business Services
GNFTF,GENFIT,PNK,small,799034688.0,Healthcare,Biotechnology
ACPIF,ACEN CORPORATION,PNK,small,799028672.0,Utilities,Utilities - Renewable
GRNCY,,PNK,small,794807040.0,Consumer Defensive,Farm Products
VTXPF,VICTREX,PNK,small,794591168.0,Basic Materials,Specialty Chemicals
WOOF,Petco Health and Wellness Compa,NMS,small,793871360.0,Consumer Cyclical,Specialty Retail
WBTNF,WEEBIT NANO LTD.,PNK,small,793411712.0,Technology,Semiconductors
FFMFF,,PNK,small,791849536.0,Basic Materials,Other Industrial Metals & Mining
KOPN,Kopin Corporation,NCM,small,791236480.0,Technology,Electronic Components
BLDP,"Ballard Power Systems, Inc.",NGM,small,789947008.0,Industrials,Electrical Equipment & Parts
KURCF,KUREHA CORPORATION,PNK,small,789728512.0,Basic Materials,Specialty Chemicals
ABTC,American Bitcoin Corp.,NCM,small,788173504.0,Financial Services,Capital Markets
CCCMF,Cancom AG,PNK,small,784593920.0,Technology,Information Technology Services
SETUF,SHIN-ETSU POLYMER CO,PNK,small,784428032.0,Basic Materials,Specialty Chemicals
ARRJF,ARJO AB,PNK,small,784424384.0,Healthcare,Medical Distribution
SKLUY,,PNK,small,784286336.0,Industrials,Specialty Industrial Machinery
ANPMF,Andean Precious Metals Corp,OQX,small,782285248.0,Basic Materials,Silver
UBSFF,UbiSoft Entertainment Inc.,PNK,small,781685184.0,Communication Services,Electronic Gaming & Multimedia
MARIF,Marimaca Copper Corp.,OQX,small,781535680.0,Basic Materials,Copper
NB,NioCorp Developments Ltd.,NGM,small,780346560.0,Basic Materials,Other Industrial Metals & Mining
TKINF,,PNK,small,779968384.0,Basic Materials,Specialty Chemicals
SCZM,Santacruz Silver Mining Ltd.,NCM,small,779021824.0,Basic Materials,Other Industrial Metals & Mining
DRUG,Bright Minds Biosciences Inc.,NCM,small,778390848.0,Healthcare,Biotechnology
WHTCF,Well Health Technologies Corp.,OQX,small,778078912.0,Healthcare,Medical Care Facilities
HIVE,HIVE Digital Technologies Ltd,NCM,small,777133504.0,Financial Services,Capital Markets
CASBF,CANSINO BIOLOGICS INC,PNK,small,776952768.0,Healthcare,Drug Manufacturers - Specialty & Generic
ITJTY,Intrum AB,PNK,small,776086016.0,Financial Services,Credit Services
CHXMF,TROILUS MNG CORP,OQX,small,775955072.0,Basic Materials,Other Industrial Metals & Mining
PHAR,Pharming Group N.V.,NGM,small,775020480.0,Healthcare,Biotechnology
CGPVF,CGG SA,PNK,small,774940864.0,Energy,Oil & Gas Equipment & Services
CRESY,Cresud S.A.C.I.F. y A.,NMS,small,773084672.0,Industrials,Conglomerates
ACAT,109051,OID,small,772149440.0,Technology,Information Technology Services
XVIPF,Xvivo Perfusion AB,PNK,small,771737024.0,Healthcare,Medical Devices
GFR,Greenfire Resources Ltd.,NYQ,small,771385472.0,Energy,Oil & Gas E&P
PPTDF,"Peptidream, Inc.",PNK,small,770954240.0,Healthcare,Biotechnology
GNZLF,,PNK,small,770145536.0,Consumer Cyclical,Apparel Manufacturing
AAGRY,Astra Agro Lestari TBK,PNK,small,769875328.0,Consumer Defensive,Farm Products
GBRSF,,PNK,small,769422272.0,Real Estate,REIT - Office
DPRTF,,PNK,small,766999680.0,Communication Services,Internet Content & Information
SDRMF,SITEMINDER LTD,PNK,small,764916352.0,Technology,Software - Application
WHTAF,WashTec AG AUGSBURG,PNK,small,764906944.0,Industrials,Specialty Industrial Machinery
SYBJF,Security Bank Corp.,PNK,small,762322816.0,Financial Services,Banks - Regional
TNGRF,THUNGELA RES LTD.,PNK,small,759884096.0,Energy,Thermal Coal
CSWYF,CHINA SHINEWAY PHARMACEUTICAL G,PNK,small,758421568.0,Healthcare,Drug Manufacturers - Specialty & Generic
AEXAF,Atos Origin SA,PNK,small,757087296.0,Technology,Information Technology Services
BRELY,Brazilian Rare Earths Ltd.,OQX,small,756975360.0,Basic Materials,Other Precious Metals & Mining
KWHAF,K.WAH INTERNATIONAL HLDGS,PNK,small,756024320.0,Real Estate,Real Estate - Development
ELPKF,ELOPAK ASA,PNK,small,755150016.0,Consumer Cyclical,Packaging & Containers
COHTF,,PNK,small,754775360.0,Industrials,Aerospace & Defense
SSII,SS Innovations International In,NCM,small,754495872.0,Healthcare,Medical Devices
CTMX,"CytomX Therapeutics, Inc.",NMS,small,753931520.0,Healthcare,Biotechnology
CLRPF,Clarity Pharmaceuticals Ltd.,PNK,small,753624064.0,Healthcare,Biotechnology
HDL,SUPER HI INTERNATIONAL HOLDING ,NGM,small,753108480.0,Consumer Cyclical,Restaurants
NENTF,VIAPLAY GROUP AB,PNK,small,752094784.0,Communication Services,Entertainment
CSYJF,CSE Global Ltd,PNK,small,751119808.0,Technology,Information Technology Services
PGGCY,Piaggio & C Spa Pontedera,PNK,small,750394880.0,Consumer Cyclical,Auto Manufacturers
SIHBY,Shenzhen Investment Holdings Ba,PNK,small,749630336.0,Industrials,Infrastructure Operations
HSHP,Himalaya Shipping Ltd.,NYQ,small,748191168.0,Industrials,Marine Shipping
YGWAF,Yokogawa Bridge Corp.,PNK,small,747772800.0,Industrials,Engineering & Construction
NUFMF,NuFarm Ltd.,OQX,small,745459712.0,Basic Materials,Agricultural Inputs
FNCHF,FINEOS CORPORATION NPV CDI 1:1,PNK,small,745289792.0,Technology,Software - Infrastructure
SVCTF,Senvest Capital Inc.,PNK,small,744949120.0,Financial Services,Asset Management
VRRM,Verra Mobility Corporation,NCM,small,744342656.0,Technology,Information Technology Services
THGPF,THG PLC,PNK,small,743758592.0,Consumer Cyclical,Internet Retail
PSSEF,,PNK,small,743257536.0,Industrials,Farm & Heavy Construction Machinery
WACLF,WACOAL HOLDINGS CORP,PNK,small,741556224.0,Consumer Cyclical,Apparel Manufacturing
MRVSY,Minerva S.A.,OID,small,740879360.0,Consumer Defensive,Packaged Foods
JXFGF,JINXIN FERTILITY GROUP LTD,PNK,small,740337280.0,Healthcare,Medical Care Facilities
JSEJF,JSE LIMITED,PNK,small,739647872.0,Financial Services,Financial Data & Stock Exchanges
MNNLF,MENICON CO LTD,PNK,small,739463424.0,Healthcare,Medical Instruments & Supplies
MAMTF,Mcan Mortgage Corp,PNK,small,739130688.0,Financial Services,Mortgage Finance
MIGDF,,PNK,small,737735552.0,Financial Services,Insurance - Life
ABXXF,ABAXX Technologies Inc.,OQX,small,734606272.0,Technology,Software - Application
FKWAF,,PNK,small,734141312.0,Basic Materials,Other Industrial Metals & Mining
MSBPF,MITSUBISHI PENCIL CO,PNK,small,733135424.0,Industrials,Business Equipment & Supplies
BCNAF,BARCO NV,PNK,small,732495040.0,Technology,Electronic Components
TNJIF,TIANJIN CAP ENVIRONMTL PROTECT ,PNK,small,729616192.0,Industrials,Waste Management
PHIG,"PHI Group, Inc (DE)",PNK,small,729302528.0,Industrials,Airports & Air Services
SAFLF,Safilo Group Spa,PNK,small,727875904.0,Healthcare,Medical Instruments & Supplies
CSWYY,China Shineway Pharmaceutical G,PNK,small,727072512.0,Healthcare,Drug Manufacturers - Specialty & Generic
FFMGF,First Mining Gold Corp.,OQX,small,726703104.0,Basic Materials,Gold
ATXRF,Atex Resources Inc.,OQX,small,725986496.0,Basic Materials,Gold
MDMXF,MEDMIX AG,PNK,small,725687872.0,Industrials,Specialty Industrial Machinery
CSYJY,CSE GLOBAL LTD UNSP ADR EA REPR,PNK,small,721950080.0,Technology,Information Technology Services
TRON,Tron Inc.,NCM,small,721060736.0,Consumer Cyclical,Leisure
ASCOF,ASCOPIAVE,PNK,small,720738048.0,Utilities,Utilities - Regulated Gas
HELP,Cybin Inc.,NGM,small,719635136.0,Healthcare,Biotechnology
YLLWF,,PNK,small,718491200.0,Consumer Cyclical,Auto & Truck Dealerships
ALIT,"Alight, Inc.",NYQ,small,717224896.0,Technology,Software - Application
SGYEF,Surge Energy Inc.,OQX,small,716386368.0,Energy,Oil & Gas E&P
YITYY,YIT OYJ,PNK,small,715227520.0,Industrials,Engineering & Construction
IRWD,"Ironwood Pharmaceuticals, Inc.",NMS,small,713836608.0,Healthcare,Drug Manufacturers - Specialty & Generic
SRRTF,SLATE GROCERY REIT,PNK,small,713316224.0,Real Estate,REIT - Retail
IGR,CBRE Clarion Global Real Estate,NYQ,small,713093184.0,Financial Services,Asset Management
VTEX,VTEX,NYQ,small,712631936.0,Technology,Software - Application
JSVGF,JOHNSON SERVICE GROUP,PNK,small,711472192.0,Industrials,Specialty Business Services
JQC,Nuveen Credit Strategies Income,NYQ,small,710998208.0,Financial Services,Asset Management
CWXZF,Doman Building Materials Group ,PNK,small,710879424.0,Industrials,Industrial Distribution
EVO,Evotec SE,NMS,small,710778240.0,Healthcare,Drug Manufacturers - Specialty & Generic
HLFDY,Halfords Group Plc,PNK,small,708223808.0,Consumer Cyclical,Specialty Retail
CUGCF,CHINA ORIENTAL GROUP COMPANY LT,PNK,small,708032640.0,Basic Materials,Steel
HAYPY,Hays PLC,PNK,small,706492032.0,Industrials,Staffing & Employment Services
FLTCF,Filtronic PLC,PNK,small,706016128.0,Technology,Communication Equipment
OBSJF,OBRASCON HUARTE LAIN SA,PNK,small,705048448.0,Industrials,Engineering & Construction
JMHSF,,PNK,small,703735360.0,Industrials,Building Products & Equipment
WACMF,"Wacom Co., Ltd.",PNK,small,703365824.0,Technology,Computer Hardware
RSHPF,IRISH RESIDENTIAL PPTYS REIT PL,PNK,small,702977856.0,Real Estate,REIT - Residential
ALEDY,Allied Group Ltd.,PNK,small,702736896.0,Financial Services,Credit Services
SMSZF,SMS CO LTD,PNK,small,702608640.0,Healthcare,Health Information Services
ARAAF,Aclara Resources Inc.,OID,small,702498688.0,Basic Materials,Other Industrial Metals & Mining
HLFFF,Hellofresh SE,PNK,small,700069824.0,Consumer Defensive,Grocery Stores
GROY,Gold Royalty Corp.,ASE,small,699351872.0,Basic Materials,Gold
DHTRF,DRI HEALTHCARE TR,PNK,small,698705152.0,Healthcare,Drug Manufacturers - Specialty & Generic
WFHG,WORLD FINANCIAL HOLDING GROUP,OID,small,698592640.0,Financial Services,Shell Companies
VVCHF,Viva China Holdings Ltd,PNK,small,697100288.0,Consumer Cyclical,Apparel Manufacturing
WACMY,"Wacom Co., Ltd.",PNK,small,696993344.0,Technology,Computer Hardware
FNNCF,Financial 15 Split Corp,PNK,small,696249024.0,Financial Services,Asset Management
FIELF,TSUBURAYA FIELDS HOLDINGS INC,PNK,small,695359808.0,Consumer Cyclical,Gambling
ALLO,"Allogene Therapeutics, Inc.",NMS,small,693760640.0,Healthcare,Biotechnology
GDRZF,Gold Reserve Ltd. (Bermuda),OQX,small,693505792.0,Basic Materials,Gold
PSYTF,Pason Systems Inc.,OQX,small,693229696.0,Energy,Oil & Gas Equipment & Services
AUCTF,AUCNET INC,PNK,small,693105664.0,Consumer Cyclical,Internet Retail
HLFDF,HALFORDS GROUP,PNK,small,693063104.0,Consumer Cyclical,Specialty Retail
PTABF,ASTRA AGRO LESTARI TBK,PNK,small,692887872.0,Consumer Defensive,Farm Products
RLDCF,,PNK,small,692618112.0,Consumer Cyclical,Leisure
UELKY,Ulker Biskuvi Sanayi AS,PNK,small,692392192.0,Consumer Defensive,Confectioners
HYLN,Hyliion Holdings Corp.,ASE,small,690126336.0,Consumer Cyclical,Auto Parts
ACGP,"Associated Capital Group, Inc.",OQX,small,690075520.0,Financial Services,Asset Management
SHEZF,SHENZHEN HEPALINK PHARMACEUTICA,PNK,small,689042304.0,Healthcare,Drug Manufacturers - Specialty & Generic
CCGFF,CREDIT CORP GROUP,OQX,small,688838016.0,Financial Services,Credit Services
MPZAF,MIPS AB,PNK,small,688769152.0,Consumer Cyclical,Leisure
IPHLF,IPH LTD,PNK,small,686865664.0,Industrials,Specialty Business Services
EFRTF,Nexus Industrial REIT,PNK,small,686518848.0,Real Estate,REIT - Industrial
RIDYF,RIDLEY CORPORATION,PNK,small,685981184.0,Consumer Defensive,Packaged Foods
AOWDF,,PNK,small,685653440.0,Consumer Cyclical,Specialty Retail
LGDTF,Liberty Gold Corp,OQX,small,684217856.0,Basic Materials,Gold
OLANF,OLLANAMI S A B,PNK,small,684154368.0,Consumer Cyclical,Leisure
HLTFF,HILTON FOOD GROUP PLC,PNK,small,683663424.0,Consumer Defensive,Packaged Foods
EDDRF,EDREAMS ODIGEO,PNK,small,683405440.0,Consumer Cyclical,Travel Services
GEDUF,,PNK,small,682829504.0,Consumer Defensive,Education & Training Services
GUDHF,AMOTIV LIMITED,PNK,small,682634752.0,Consumer Cyclical,Auto Parts
MTLZF,Metall Zug AG,PNK,small,681574912.0,Healthcare,Medical Devices
CLNFF,Calian Group Ltd.,PNK,small,681502144.0,Industrials,Specialty Business Services
VTHPF,,PNK,small,681501376.0,Real Estate,REIT - Healthcare Facilities
CNDCF,Canadian Banc Corp,PNK,small,681397312.0,Financial Services,Asset Management
SOLLF,SHUI ON LAND LIMITED,PNK,small,680812160.0,Real Estate,Real Estate - Development
TAKMF,,PNK,small,680700992.0,Industrials,Engineering & Construction
ISOU,IsoEnergy Ltd.,ASE,small,679971968.0,Energy,Uranium
CXOXF,Core Lithium Ltd.,PNK,small,679728320.0,Basic Materials,Other Industrial Metals & Mining
HDIUF,ADENTRA Inc.,PNK,small,678112192.0,Industrials,Industrial Distribution
RCBC,RIVER CITY BANK,NCM,small,676973952.0,Financial Services,Banks - Regional
EGHSF,Enghouse Systems Ltd.,PNK,small,676380928.0,Technology,Software - Application
GLDAF,GLOBALDATA PLC,PNK,small,675751232.0,Industrials,Consulting Services
PINWF,PINEWOOD TECHNOLOGIES GROUP PLC,OQX,small,675622208.0,Technology,Software - Application
NPRKF,,PNK,small,675314624.0,Consumer Cyclical,Auto Parts
ALTI,"AlTi Global, Inc.",NCM,small,674699328.0,Financial Services,Asset Management
ALPIB,Alpine Banks of Colorado,OQX,small,674524672.0,Financial Services,Banks - Regional
CCMMF,,PNK,small,674260544.0,Financial Services,Capital Markets
CLLFF,COLLINS FOOD LTD,PNK,small,673916992.0,Consumer Cyclical,Restaurants
HWGLF,HARWORTH GROUP PLC,PNK,small,673213952.0,Real Estate,Real Estate - Development
DTNHF,,PNK,small,672357824.0,Consumer Cyclical,Restaurants
TIANF,TIANNENG POWER INTERNATIONAL LT,PNK,small,671845888.0,Consumer Cyclical,Auto Parts
IBJHF,IBSTOCK PLC,PNK,small,671527296.0,Basic Materials,Building Materials
AMRQF,AMAROQ LTD.,OQX,small,671391552.0,Basic Materials,Gold
YITJF,,PNK,small,671391040.0,Industrials,Engineering & Construction
NZRFF,CHANNEL INFRASTRUCTURE NZ LTD,PNK,small,671310400.0,Energy,Oil & Gas Refining & Marketing
CIEZF,CORP INTERAMERI ENTRET SAB DE C,PNK,small,671243776.0,Communication Services,Entertainment
PNTOF,,PNK,small,670316096.0,Basic Materials,Gold
NMUCF,"Nomura Co., Ltd.",PNK,small,669556736.0,Industrials,Engineering & Construction
TASK,"TaskUs, Inc.",NMS,small,669315264.0,Technology,Information Technology Services
TKUMF,TAKUMA CO LTD,PNK,small,665942464.0,Industrials,Pollution & Treatment Controls
IFSPF,Interfor Corporation,PNK,small,664903872.0,Basic Materials,Lumber & Wood Production
OILSF,Saturn Oil & Gas Inc.,OQX,small,664685440.0,Energy,Oil & Gas E&P
COVCF,COVER CORP.,PNK,small,663211264.0,Technology,Software - Application
KHTRF,Knight Therapeutics Inc,PNK,small,663063424.0,Healthcare,Drug Manufacturers - Specialty & Generic
VOBIF,VOBILE GROUP LTD,OQX,small,662680448.0,Technology,Software - Application
AVNBF,AVON PROTECTION PLC,PNK,small,662293888.0,Industrials,Aerospace & Defense
OBE,Obsidian Energy Ltd.,ASE,small,661757760.0,Energy,Oil & Gas E&P
HTCTF,HUTCHISON TELECOMMUNICATIONS HK,PNK,small,661661888.0,Communication Services,Telecom Services
ENJPY,"EN-JAPAN INC,",PNK,small,661511296.0,Industrials,Staffing & Employment Services
CMWCF,CROMWELL PROPERTY GROUP,PNK,small,661001984.0,Real Estate,REIT - Office
YDWAF,YODOGAWA STEEL WORKS,PNK,small,660071424.0,Basic Materials,Steel
AGMJF,Algoma Central Corp.,PNK,small,659632704.0,Industrials,Marine Shipping
OTCM,OTC Markets Group Inc.,OQX,small,659359424.0,Financial Services,Financial Data & Stock Exchanges
DLGEF,DIGITAL GARAGE,PNK,small,658481536.0,Technology,Information Technology Services
MSHHF,MENSCH & MASCHINE SOFTWARE SE,PNK,small,656798208.0,Technology,Software - Application
TMQ,Trilogy Metals Inc.,ASE,small,656433408.0,Basic Materials,Other Industrial Metals & Mining
ARGPF,,PNK,small,655518144.0,Technology,Software - Application
IGPYF,ARGOSY PROPERTY LTD,PNK,small,655477760.0,Real Estate,REIT - Diversified
WWLNF,WORLDLINE,PNK,small,655272448.0,Technology,Software - Infrastructure
NNCSF,Nanosonics Ltd.,PNK,small,654614848.0,Healthcare,Medical Instruments & Supplies
VRSHF,,OQX,small,654500032.0,Basic Materials,Specialty Chemicals
AOHLF,AUTOHELLAS SA,PNK,small,654460352.0,Consumer Cyclical,Auto & Truck Dealerships
MDEPY,,PNK,small,654338176.0,Communication Services,Publishing
INDHF,INDUS-HOLDING AG,PNK,small,654039488.0,Industrials,Conglomerates
ENQUF,"Enquest Plc,",PNK,small,653188608.0,Energy,Oil & Gas E&P
THVB,"Thomasville Bancshares, Inc.",OID,small,652219904.0,Financial Services,Banks - Regional
MGLUY,MAGAZINE LUIZA SA,PNK,small,651553088.0,Consumer Cyclical,Specialty Retail
VIRDY,Viridien,PNK,small,650115840.0,Energy,Oil & Gas Equipment & Services
GRYRF,GEO ENERGY RESOURCES LTD,PNK,small,647691008.0,Energy,Thermal Coal
AMBZ,American Business Bank (Los Ang,OQX,small,646985152.0,Financial Services,Banks - Regional
PSTNY,PostNL N.V.,PNK,small,646024384.0,Industrials,Integrated Freight & Logistics
HOVVB,"Hovnanian Enterprises, Inc.",PNK,small,644555648.0,Consumer Cyclical,Residential Construction
GRNT,"Granite Ridge Resources, Inc.",NYQ,small,643652480.0,Energy,Oil & Gas E&P
HUTCY,Hutchison Telecommunications Ho,PNK,small,642546176.0,Communication Services,Telecom Services
ZHHJY,ZHEJIANG SHIBAO UNSP ADR EACH R,PNK,small,642475904.0,Consumer Cyclical,Auto Parts
HZNOF,DEXTERRA GROUP INC.,PNK,small,642258112.0,Industrials,Specialty Business Services
NFGC,New Found Gold Corp,ASE,small,641417856.0,Basic Materials,Gold
STLN,"Starling Oncology, Inc.",NCM,small,640890624.0,Healthcare,Medical Care Facilities
CSHR,CoinShares PLC,NMS,small,640451840.0,Financial Services,Capital Markets
OIO,OIO Group,NCM,small,640360704.0,Industrials,Waste Management
AUDYF,AUSNUTRIA DAIRY CORP LTD,PNK,small,639220288.0,Consumer Defensive,Packaged Foods
RSLBF,Raysearch Laboratories AB,PNK,small,639067264.0,Healthcare,Health Information Services
THSGF,THESIS GOLD & SILVER INC.,OQX,small,637397440.0,Basic Materials,Other Industrial Metals & Mining
NKLR,Terra Innovatum Global N.V.,NGM,small,635380224.0,Utilities,Utilities - Regulated Electric
TOTZF,Total Energy Services Inc.,PNK,small,634671104.0,Energy,Oil & Gas Equipment & Services
RFNDF,Rural Funds Group Stapled Secur,PNK,small,634382912.0,Real Estate,REIT - Specialty
SBDXF,,PNK,small,634298176.0,Energy,Oil & Gas Equipment & Services
TGRNF,TONG REN TANG TECHNOLOGIES CO,PNK,small,633859968.0,Healthcare,Drug Manufacturers - General
PYIYF,,PNK,small,632997568.0,Real Estate,REIT - Industrial
FKKEF,CHARTER HALL EDUCATION TRUST,PNK,small,632740480.0,Real Estate,REIT - Specialty
MDXG,"MiMedx Group, Inc",NCM,small,632600448.0,Healthcare,Biotechnology
NRGV,"Energy Vault Holdings, Inc.",NYQ,small,632525056.0,Utilities,Utilities - Renewable
APPIF,APPIER GROUP INC,PNK,small,631821696.0,Technology,Software - Infrastructure
ASOMY,ASOS plc,PNK,small,631745344.0,Consumer Cyclical,Internet Retail
GSHRD,,OQB,small,630926976.0,Basic Materials,Gold
HYPOF,HYPOPORT SE,PNK,small,630670336.0,Financial Services,Credit Services
IPFPF,INTERNATIONAL PERSONAL FINANCE ,PNK,small,628633984.0,Financial Services,Credit Services
PMETF,PMET Resources Inc.,OQX,small,626813184.0,Basic Materials,Other Industrial Metals & Mining
DGTCF,DIGITAL CORE REIT MGMT PTE LTD.,PNK,small,626628480.0,Real Estate,REIT - Specialty
EVOH,EVOAIR HLDGS INC,PNK,small,625154560.0,Industrials,Building Products & Equipment
STBMF,St. Barbara Ltd.,PNK,small,625138816.0,Basic Materials,Gold
BWAY,Brainsway Ltd.,NGM,small,622034496.0,Healthcare,Medical Devices
ADBKF,ADDIKO BK AG,PNK,small,622010304.0,Financial Services,Banks - Regional
CUPUF,Caribbean Utilities Ltd.,PNK,small,621964416.0,Utilities,Utilities - Regulated Electric
KNMOF,KANAMOTO CO LTD,PNK,small,621151488.0,Industrials,Rental & Leasing Services
SPPP,"""Sprott Physical Platinum and P",ASE,small,620690944.0,Financial Services,Asset Management
BEVFF,Diversified Royalty Corp.,PNK,small,619129152.0,Industrials,Specialty Business Services
TSHMF,,PNK,small,617423488.0,Industrials,Specialty Industrial Machinery
LDI,"loanDepot, Inc.",NYQ,small,617311808.0,Financial Services,Mortgage Finance
ACGAF,ACG Metals Limited,OQX,small,616822912.0,Basic Materials,Other Industrial Metals & Mining
ASGOF,Asante Gold Corp,OQX,small,615609856.0,Basic Materials,Gold
BZTAF,BOOZT AB,PNK,small,615578560.0,Consumer Cyclical,Apparel Retail
LOT,Lotus Technology Inc.,NMS,small,615468416.0,Consumer Cyclical,Auto Manufacturers
DRMMF,DREAM INTERNATIONAL,PNK,small,614931904.0,Consumer Cyclical,Leisure
VBNK,VersaBank,NMS,small,614615872.0,Financial Services,Banks - Regional
THM,"International Tower Hill Mines,",ASE,small,614054592.0,Basic Materials,Gold
DNSBF,,PNK,small,613456960.0,Real Estate,Real Estate - Development
RSGUF,Rogers Sugar Inc.,PNK,small,613113024.0,Consumer Defensive,Confectioners
DDD,3D Systems Corporation,NYQ,small,613082560.0,Technology,Computer Hardware
KLC,"KinderCare Learning Companies, ",NYQ,small,612274304.0,Consumer Defensive,Education & Training Services
VSTM,"Verastem, Inc.",NCM,small,610397568.0,Healthcare,Biotechnology
FFPP,Fast Finance Pay Corp.,OID,small,610277632.0,Technology,Software - Infrastructure
PHCRF,,PNK,small,609970880.0,Healthcare,Diagnostics & Research
GPSAF,GRUPO POSADAS SAB DE CV,PNK,small,609934848.0,Consumer Cyclical,Lodging
AUHYF,ANADOLU HAVAT EMEKLILIK A.S,PNK,small,609800192.0,Financial Services,Insurance - Life
TKCCF,,PNK,small,609227392.0,Technology,Software - Application
BMM,Blue Moon Metals Inc.,NCM,small,608205440.0,Basic Materials,Other Industrial Metals & Mining
SPSTF,SINGAPORE POST LTD,PNK,small,608154304.0,Industrials,Integrated Freight & Logistics
BRSYF,Brainsway Ltd.,PNK,small,607185920.0,Healthcare,Medical Devices
NFGRF,BEIJINGWEST INDUSTRIES INTL LIM,PNK,small,605371584.0,Consumer Cyclical,Auto Parts
RNLXY,Renalytix plc,OQB,small,605270848.0,Healthcare,Health Information Services
IHRTB,IHEARTMEDIA INC,PNK,small,604609600.0,Communication Services,Broadcasting
CRD-B,Crawford & Company,NYQ,small,604166656.0,Financial Services,Insurance Brokers
GTN-A,"Gray Media, Inc.",NYQ,small,604102144.0,Communication Services,Broadcasting
RZSMF,RCS MEDIAGROUP,PNK,small,600950336.0,Communication Services,Publishing
GBGPF,GB GROUP PLC,PNK,small,599639808.0,Technology,Software - Application
TMTMF,,PNK,small,599160576.0,Technology,Information Technology Services
ALT,"Altimmune, Inc.",NGM,small,598980416.0,Healthcare,Biotechnology
OSTTF,OSAKA TITANIUM TECHNOLOGIES,PNK,small,597973888.0,Basic Materials,Other Industrial Metals & Mining
ENPSF,Enplas Corporation,PNK,small,595641408.0,Technology,Electronic Components
DRUNF,Dream Unlimited Corp.,PNK,small,595217920.0,Real Estate,Real Estate - Development
RWT,"Redwood Trust, Inc.",NYQ,small,594146816.0,Real Estate,REIT - Mortgage
EGY,"VAALCO Energy, Inc.",NYQ,small,593917440.0,Energy,Oil & Gas E&P
NDTAF,Northern Data AG,PNK,small,593819264.0,Technology,Information Technology Services
LMGHF,LINK MOBILITY GROUP HOLDING ASA,PNK,small,592870784.0,Communication Services,Telecom Services
KYRNF,,PNK,small,592271360.0,Healthcare,Drug Manufacturers - Specialty & Generic
AIOT,"PowerFleet, Inc.",NGM,small,591936256.0,Technology,Software - Infrastructure
CGCLF,CENTRAL GLASS CO,PNK,small,591555840.0,Basic Materials,Specialty Chemicals
ZOJIF,ZOJIRUSHI CORPORATION,PNK,small,591141376.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BTQ,BTQ Technologies Corp.,NGM,small,590305152.0,Technology,Software - Infrastructure
SBOEY,Schoeller Bleckmann Oilfield Eq,PNK,small,589795712.0,Energy,Oil & Gas Equipment & Services
CHBKF,,PNK,small,589064384.0,Financial Services,Banks - Regional
WSPCF,W-SCOPE CORPORATION,PNK,small,588770816.0,Industrials,Electrical Equipment & Parts
UNIKF,UNITIKA LTD,PNK,small,586627904.0,Basic Materials,Specialty Chemicals
